"","VIP","Coefficient"
"crop_production",3.44028767077647,1799.9980639419
"crop_residue",3.44695009659122,1803.48392172919
"general_CV",0.0369037669123603,19.3084751483643
"discount_rate_farmers",1.30071890833044,-680.551087810334
"total_area",0.732602023991498,383.305802019453
"crop_price",0.548456065336948,286.958519239434
"residue_price",2.39780157972531,1254.5573551552
"farm_job_created",0.113477182538437,59.3725666041953
"off_farm_job",0.337918667206565,176.802931890972
"construction_job_perc",0.0573839716350753,30.023953729753
"watershed_mgmt_job",0.0735007673334985,38.4564465414839
"family_labour_cost",0.166104031814562,86.9075392208913
"off_farm_labour_cost",0.0522236824327434,27.3240310888416
"total_population",3.51984511493029,-1841.62343343221
"prop_trained",3.06746003659248,-1604.93035916367
"prop_adopted",1.82152607681798,-953.0433863259
"value_capacity_development",0.12191761719665,63.7886990609856
"prob_flooding_hazard",0.00304338695583913,1.59233504653408
"value_red_flooding_effect",0.0699317051689844,-36.589072181838
"value_improve_ecosystem",0.0824663488424523,43.14734186844
"veg_cover_density",0.0736105996112774,-38.5139120520107
"watershed_area",0.184958480116122,-96.772403350652
"value_vegetative_cover",0.0261217975687864,13.667224822477
"perc_area_reclaimed",0.102265063748134,-53.5062571421505
"value_reclaimed_area",0.0406598769945854,21.2737151291337
"farm_input_cost",0.170901358830303,-89.4175558726327
"labour_contribution",0.021354674381998,11.173011161311
"perimeter_fenced",0.0479131548205238,25.0687134819822
"cost_fence",0.162541147126638,-85.0433969880229
"value_tree_cleared",0.0360492663384804,-18.8613906235188
"perc_soil_disturbed",0.111356197971965,58.2628430930688
"value_soil_disturbance",0.087656472856744,45.8628744259935
"vegetative_area_affected",0.0955790249072398,-50.0080447480883
"area_benefited_alluvial_deposits",0.121757811038624,63.7050866417405
"value_alluvial_deposits",0.00820766879803062,-4.29434668252525
"no_people_affected",0.0199675857619823,10.4472704473141
"cost_health_treatment",0.139442486200207,72.9579120152379
"prop_area_converted_crop",0.53735343067803,-281.14949313372
"current_value_pasture",0.115600643578906,-60.4835858349904
"pasture_clearing_cost",0.232220677326624,-121.500528326708
"study_design_cost",0.0450165488718626,23.5531759460133
"training_cost",0.142244306009138,-74.4238563530997
"construction_cost",0.0537247319871693,28.1093974739839
"perc_watershed_area_intervened",0.096006634260547,50.2317748781628
"cost_watershed_mgmt",0.111401213158779,58.2863955563701
"perc_repair_maint_cost",0.0508243566575473,-26.591887754558
"prob_slopey_area",0.177787528236277,-93.0204788793395
"perc_increase_cost_due_to_slope",0.0794633087019334,41.5761167395676
"prob_improper_design",0.0600975769861016,31.4437432489961
"prob_supervision",0.150222496624428,78.5981374119971
"prob_reject_suggestions",0.128174007870752,67.0621145943169
"perc_supervision_cost",0.0507870578154823,26.5723725715474
"prob_total_str_failure",1.09943196691141,-575.235445770068
"prob_conflict",0.175271782150959,91.7042116027952
"cost_managing_conflict",0.0630104394646061,32.9677863882879
"prob_siltation",0.0359604244777578,-18.8149075405324
"prob_yield_red_dry",0.715527714180778,-374.372326815183
"perc_reduction_crop_yield",0.468919496422691,-245.344071914472
"prob_yield_red_flood",0.18832529937849,-98.5339618986141
"perc_reduction_crop_yield_flood",0.13005803632377,-68.0478599424897
