"","VIP","Coefficient"
"crop_production",4.7748069058598,43983.2967810464
"crop_residue",4.77052111661299,43943.8180871223
"general_CV",0.00125235562063823,-11.5361165433399
"discount_rate_farmers",0.065572238531105,-604.020913258654
"total_area",0.746309159288225,6874.6522928714
"crop_price",0.66403332030902,6116.76559397875
"residue_price",3.17071603852732,29207.1590077964
"farm_job_created",0.325623782075048,-2999.49458236671
"off_farm_job",0.316475818417699,2915.22780291023
"construction_job_perc",0.111970807060142,-1031.42291088161
"watershed_mgmt_job",0.151995656027024,-1400.11317321797
"family_labour_cost",0.165282371339755,-1522.5042048067
"off_farm_labour_cost",0.00174977972646633,-16.118155671631
"total_population",0.0586691614767791,-540.432983365565
"prop_trained",0.315126605504907,2902.7994821144
"prop_adopted",0.0586879063448316,-540.605652357407
"value_capacity_development",0.0560298885311607,516.121230546648
"prob_flooding_hazard",0.139204682446574,-1282.28868351619
"value_red_flooding_effect",0.15386584266842,-1417.34046129605
"value_improve_ecosystem",0.199875641945134,1841.16129768225
"veg_cover_density",0.0316987689389625,-291.994291983866
"watershed_area",0.0242993055394875,-223.8338823304
"value_vegetative_cover",0.111920193447823,1030.95668186426
"perc_area_reclaimed",0.00977200824552086,90.0151874795411
"value_reclaimed_area",0.0291541582733748,268.554523988346
"farm_input_cost",0.148210605168664,-1365.24704804958
"labour_contribution",0.0483703431476153,445.565066820126
"perimeter_fenced",0.145932374000848,1344.26104388952
"cost_fence",0.0131259258432447,-120.909913902682
"value_tree_cleared",0.152095448782254,1401.03241758878
"perc_soil_disturbed",0.00512022724660614,-47.1651480392851
"value_soil_disturbance",0.200700629255584,1848.76069644989
"vegetative_area_affected",0.191942731648352,-1768.08702372731
"area_benefited_alluvial_deposits",0.0547344388812809,504.188151882118
"value_alluvial_deposits",0.124936860167122,-1150.86015161761
"no_people_affected",0.22263019214453,-2050.76561347375
"cost_health_treatment",0.0999502518846036,920.695156611628
"prop_area_converted_crop",0.209624447778937,-1930.96275535434
"current_value_pasture",0.25030870138207,-2305.7271460035
"pasture_clearing_cost",0.00625062229599245,57.5778206179327
"study_design_cost",0.0540373225978477,-497.766641444174
"training_cost",0.241460738808637,-2224.22383677076
"construction_cost",0.256012921487321,-2358.27176419231
"perc_watershed_area_intervened",0.114356091302095,1053.39503808789
"cost_watershed_mgmt",0.0832620787313818,-766.971480030936
"perc_repair_maint_cost",0.117896980630394,-1086.01206098871
"prob_slopey_area",0.154275119585059,1421.1105295826
"perc_increase_cost_due_to_slope",0.132226310398062,1218.00717121428
"prob_improper_design",0.00597873946989395,-55.0733626857629
"prob_supervision",0.152530173788973,1405.03690182566
"prob_reject_suggestions",0.00320760702252864,29.5469815660412
"perc_supervision_cost",0.0779102314379889,-717.67275602531
"prob_total_str_failure",0.589956222577545,-5434.4018799187
"prob_conflict",0.0138411405059212,127.498138178736
"cost_managing_conflict",0.136421488540604,-1256.65119785887
"prob_siltation",0.0323753238259684,298.226400416844
"prob_yield_red_dry",1.05806047572984,-9746.36018457811
"perc_reduction_crop_yield",0.872062352635892,-8033.03212544367
"prob_yield_red_flood",0.296126572628591,-2727.78003078893
"perc_reduction_crop_yield_flood",0.11563143184758,-1065.14288105095
