"","VIP","Coefficient"
"crop_production",4.68764518592875,42191.455316769
"crop_residue",4.69628431141998,42269.2123275243
"general_CV",0.103765374089999,933.946996988559
"discount_rate_farmers",0.0853625967778511,-768.311603123713
"total_area",0.785700397090469,7071.74751530225
"crop_price",0.767348754701847,6906.57236464173
"residue_price",3.29269251977901,29636.0931363006
"farm_job_created",0.0209029314901519,-188.13819412006
"off_farm_job",0.617536336847243,5558.17595597511
"construction_job_perc",0.0665306104105677,598.813085248193
"watershed_mgmt_job",0.0437400190123936,393.6848853782
"family_labour_cost",0.0777956273040862,-700.204602322105
"off_farm_labour_cost",0.0267017794637008,240.331102384351
"total_population",0.151699631082372,-1365.38239404187
"prop_trained",0.0397596615797355,357.859419477139
"prop_adopted",0.0972259168747092,875.088187084802
"value_capacity_development",0.092331965649205,831.03986084349
"prob_flooding_hazard",0.0236508135562689,212.870685341098
"value_red_flooding_effect",0.140685229011288,-1266.24655197387
"value_improve_ecosystem",0.0461876397758358,415.714855219595
"veg_cover_density",0.0552358362732812,497.153736166741
"watershed_area",0.156076638850393,1404.77793707912
"value_vegetative_cover",0.107589783697059,968.368844344593
"perc_area_reclaimed",0.111709735121992,1005.45073505042
"value_reclaimed_area",0.233323195861433,2100.04059652458
"farm_input_cost",0.0593378711720788,-534.074368014042
"labour_contribution",0.0859751209896425,-773.824667122203
"perimeter_fenced",0.160113911915174,1441.11567582812
"cost_fence",0.0113692369394685,102.329556374542
"value_tree_cleared",0.0320095233655118,-288.103796516223
"perc_soil_disturbed",0.0728092003562281,655.32394232838
"value_soil_disturbance",0.0950726522039268,855.707588396318
"vegetative_area_affected",0.0394334102516006,-354.922973183303
"area_benefited_alluvial_deposits",0.0994265844629697,-894.895438814492
"value_alluvial_deposits",0.210550278550143,-1895.07147342287
"no_people_affected",0.10300177460674,-927.07417018534
"cost_health_treatment",0.0863389368713793,-777.099215623422
"prop_area_converted_crop",0.165801704836612,-1492.30902587438
"current_value_pasture",0.272992381593008,-2457.08568224703
"pasture_clearing_cost",0.169927739351286,-1529.44566782498
"study_design_cost",0.184669080335326,-1662.12606592857
"training_cost",0.021749232463701,195.755381064418
"construction_cost",0.207024635799253,-1863.33869658354
"perc_watershed_area_intervened",0.0737456385152225,663.752414871637
"cost_watershed_mgmt",0.185290528667157,1667.71945204978
"perc_repair_maint_cost",0.349588819362842,-3146.49690118709
"prob_slopey_area",0.0748568003824493,-673.753499512498
"perc_increase_cost_due_to_slope",0.0443012414353036,398.736204289891
"prob_improper_design",0.0364754283365138,328.299464609569
"prob_supervision",0.0557739597025254,501.997151083897
"prob_reject_suggestions",0.136400622221121,1227.6826699463
"perc_supervision_cost",0.169478142751275,1525.39904439092
"prob_total_str_failure",0.937299156199802,-8436.22200459144
"prob_conflict",0.214519496999712,-1930.79668218231
"cost_managing_conflict",0.261111149904743,2350.14788384276
"prob_siltation",0.0905161590354288,814.696575340782
"prob_yield_red_dry",0.976787326659554,-8791.63785058907
"perc_reduction_crop_yield",0.847657543531025,-7629.39684069233
"prob_yield_red_flood",0.316426344000781,-2848.01588525358
"perc_reduction_crop_yield_flood",0.0990379205966861,-891.397244412584
