"","VIP","Coefficient"
"crop_production",0.043843486032859,-31.0525091466764
"crop_residue",0.046985280189292,-33.2777106670685
"general_CV",0.065624103931352,-46.4788106959264
"discount_rate_farmers",0.0215465718001245,-15.2605364774471
"total_area",0.00759675981393288,5.3804675438093
"crop_price",0.0876960356520495,62.1114376528272
"residue_price",0.0565962096317013,-40.084730396175
"farm_job_created",0.0281615370598894,-19.945639963056
"off_farm_job",0.040564522531928,-28.7301563112297
"construction_job_perc",0.0463374689400349,-32.8188930281655
"watershed_mgmt_job",0.0529315906441405,-37.4892338942539
"family_labour_cost",0.0521826096649994,-36.958761963075
"off_farm_labour_cost",0.081298258267062,57.5801592636765
"total_population",0.0553189388202988,39.1800928515205
"prop_trained",0.0142423432761164,-10.0872566228026
"prop_adopted",0.0855040632978819,60.5589552264518
"value_capacity_development",0.0299809940555071,-21.2342853266126
"prob_flooding_hazard",0.068915199616604,-48.8097562505816
"value_red_flooding_effect",0.00748691956865737,5.30267228778119
"value_improve_ecosystem",0.772234835757917,546.941666152707
"veg_cover_density",2.45174988823739,1736.47199889159
"watershed_area",3.24248191925548,2296.51445553742
"value_vegetative_cover",0.659896489581779,467.377109640421
"perc_area_reclaimed",3.72997231417931,2641.78353236091
"value_reclaimed_area",2.17283247294676,1538.92644827118
"farm_input_cost",0.0158424781599688,-11.220565299022
"labour_contribution",0.0364587463387705,25.8222065944422
"perimeter_fenced",0.00880232882891339,-6.23432170213455
"cost_fence",0.100504243187409,-71.1829558561515
"value_tree_cleared",0.0577686804996779,-40.9151425199912
"perc_soil_disturbed",0.271626888275651,-192.381974972096
"value_soil_disturbance",0.302259734417828,-214.077939893903
"vegetative_area_affected",0.11933354961737,84.5189668134862
"area_benefited_alluvial_deposits",0.155121583274574,109.866135641462
"value_alluvial_deposits",0.0928812674428296,65.7839206641043
"no_people_affected",0.0971786747755624,68.8275947097006
"cost_health_treatment",0.0633357413843028,44.8580591236199
"prop_area_converted_crop",0.129419695507099,-91.6625624951975
"current_value_pasture",0.00207433095892852,-1.46916194180104
"pasture_clearing_cost",0.0507267876402392,-35.9276640548037
"study_design_cost",0.0320847031372307,-22.7242545652176
"training_cost",0.0678244420340631,48.0372182324305
"construction_cost",0.0456619502797854,32.3404513878171
"perc_watershed_area_intervened",4.83306180504051,3423.05572588353
"cost_watershed_mgmt",0.0751053328354336,-53.193968953303
"perc_repair_maint_cost",0.0909749814140766,-64.4337779245495
"prob_slopey_area",0.0626222960985373,44.3527556391916
"perc_increase_cost_due_to_slope",0.160323452071945,-113.550401949326
"prob_improper_design",0.00110662625462113,0.78377713550927
"prob_supervision",0.00471408920384689,3.33879240375627
"prob_reject_suggestions",0.121767532332868,-86.2428550663318
"perc_supervision_cost",0.0440692353679546,31.2123979677354
"prob_total_str_failure",0.16165927309622,114.496508163223
"prob_conflict",0.0766661808370617,-54.2994523724546
"cost_managing_conflict",0.0747452867625591,-52.938963364496
"prob_siltation",0.0837714618385496,59.331826009967
"prob_yield_red_dry",0.102786697492374,-72.7995228674671
"perc_reduction_crop_yield",0.0248497084346939,-17.6000101333698
"prob_yield_red_flood",0.116208156627003,-82.3053815536915
"perc_reduction_crop_yield_flood",0.0298216714478198,-21.1214437809204
