"","VIP","Coefficient"
"crop_production",3.84734935178599,31600.9863643034
"crop_residue",3.82002848896383,31376.5809010711
"general_CV",0.20345990908054,1671.15934235394
"discount_rate_farmers",0.0721910557889308,-592.955918742251
"total_area",0.543812141456452,4466.71162288146
"crop_price",0.599872543801186,4927.17513895155
"residue_price",3.17384452584807,26069.0175008893
"farm_job_created",0.0363863439501376,-298.866636189765
"off_farm_job",0.341037624890597,2801.18189134015
"construction_job_perc",0.121625356332958,-998.994600073725
"watershed_mgmt_job",0.0571543617442458,469.448974084442
"family_labour_cost",0.0361949727853605,297.294770207324
"off_farm_labour_cost",0.252047315430885,2070.24188598658
"total_population",0.0197483883274639,-162.207403900936
"prop_trained",0.229360911814305,1883.90249598296
"prop_adopted",0.268989374874959,-2209.39893686029
"value_capacity_development",0.313405243908265,2574.21771034355
"prob_flooding_hazard",0.0817155926798042,-671.187639569754
"value_red_flooding_effect",0.213032076522127,-1749.78228639671
"value_improve_ecosystem",0.0859467416772212,705.941042379572
"veg_cover_density",0.255774976637019,-2100.85978942473
"watershed_area",0.100622576744241,826.483998433818
"value_vegetative_cover",0.0655704998268915,538.576635877443
"perc_area_reclaimed",0.0627571993141199,-515.469019954414
"value_reclaimed_area",0.21690147770047,1781.56439992328
"farm_input_cost",0.071042716906344,-583.523803784098
"labour_contribution",0.247362619512113,2031.76318329708
"perimeter_fenced",0.28513678019421,-2342.02893446517
"cost_fence",1.09338488034716,-8980.73908436381
"value_tree_cleared",0.106637670118507,875.890191196622
"perc_soil_disturbed",0.212871774896153,-1748.46561639006
"value_soil_disturbance",0.0440763639007285,362.03017902921
"vegetative_area_affected",0.0415444960834658,-341.234167787757
"area_benefited_alluvial_deposits",0.060248823522241,-494.865965241195
"value_alluvial_deposits",0.369477296913015,-3034.77692147914
"no_people_affected",0.196869536933889,-1617.02798039553
"cost_health_treatment",0.102408358814189,841.151882652816
"prop_area_converted_crop",0.0369603050259659,303.580982216717
"current_value_pasture",0.516245337011011,-4240.2860681074
"pasture_clearing_cost",0.209256973965102,-1718.77471377453
"study_design_cost",0.454626407974732,-3734.16646257833
"training_cost",0.183752257541878,-1509.28653835277
"construction_cost",0.00330237596651784,27.124736629204
"perc_watershed_area_intervened",0.256064015954747,2103.23387264491
"cost_watershed_mgmt",0.163730287431513,-1344.83201483766
"perc_repair_maint_cost",0.23757242769822,-1951.34945173118
"prob_slopey_area",0.0683081748794417,561.063086702442
"perc_increase_cost_due_to_slope",0.261756929319378,2149.99377437449
"prob_improper_design",0.113054036464932,928.592321126052
"prob_supervision",0.222188261797556,1824.98847631641
"prob_reject_suggestions",0.0852774653183053,700.443804890018
"perc_supervision_cost",0.214640645299809,1762.99459319852
"prob_total_str_failure",3.9237090225951,-32228.1820503154
"prob_conflict",0.0827259917453591,-679.486757786893
"cost_managing_conflict",0.0820754194203212,674.143149683571
"prob_siltation",0.189684525189523,1558.0124251651
"prob_yield_red_dry",0.838932790522492,-6890.74509481741
"perc_reduction_crop_yield",0.580750279505101,-4770.11053212173
"prob_yield_red_flood",0.496842043863928,-4080.91317365504
"perc_reduction_crop_yield_flood",0.00766354309103845,-62.9460697687192
