"","VIP","Coefficient"
"crop_production",3.15815436644264,252.738986514781
"crop_residue",3.12215777737925,249.858271900404
"general_CV",0.0408941855994033,3.2726566923271
"discount_rate_farmers",0.211004068473129,16.8861139224376
"total_area",0.723211950838076,57.8767958375896
"crop_price",0.495020434354083,39.6152145734672
"residue_price",2.48988740144587,199.259296842475
"farm_job_created",0.159030913946031,12.7268357881167
"off_farm_job",0.393757751341223,31.5114220076637
"construction_job_perc",0.103887741285249,-8.31386924044466
"watershed_mgmt_job",0.320779020222675,25.671121503033
"family_labour_cost",0.219549362469788,17.5699718640046
"off_farm_labour_cost",0.179919858850531,14.39852442393
"total_population",3.2271698712436,-258.262120191381
"prop_trained",3.12263590054445,-249.896534869905
"prop_adopted",1.97632737883089,-158.160406614248
"value_capacity_development",0.147077761762308,-11.7702557042958
"prob_flooding_hazard",0.0582878749368371,-4.66462899792649
"value_red_flooding_effect",0.162452111097997,13.0006254134887
"value_improve_ecosystem",0.0305673504006775,2.4462265818284
"veg_cover_density",0.0811732355536628,-6.49608565811405
"watershed_area",0.224557959556839,17.9707970310999
"value_vegetative_cover",0.177250796505312,14.184926216305
"perc_area_reclaimed",0.0384492365788956,-3.07699369874788
"value_reclaimed_area",0.0505289717712972,-4.04370389579675
"farm_input_cost",0.0468253466921004,3.74731228844118
"labour_contribution",0.181721734070047,14.5427238720778
"perimeter_fenced",0.268622528338388,21.4971713506694
"cost_fence",0.157099194158826,-12.5722452125462
"value_tree_cleared",0.0841151202662394,6.73151713942491
"perc_soil_disturbed",0.0271118760794888,-2.16969384259792
"value_soil_disturbance",0.105349541428103,8.43085335322834
"vegetative_area_affected",0.11841330143661,-9.47631253017841
"area_benefited_alluvial_deposits",0.0943452294096938,7.55020651202978
"value_alluvial_deposits",0.0961826466984935,-7.6972503007408
"no_people_affected",0.105725569440088,-8.46094590971007
"cost_health_treatment",0.114488039476987,-9.16218389225571
"prop_area_converted_crop",0.252357411726415,-20.1955158230819
"current_value_pasture",0.432609463858271,-34.6206248225289
"pasture_clearing_cost",0.0236605440012482,-1.89349259643685
"study_design_cost",0.443184236093614,-35.4668966975784
"training_cost",0.186413073041944,-14.9181596866641
"construction_cost",0.138855426213727,-11.1122432982482
"perc_watershed_area_intervened",0.0970251059219829,-7.76467014968396
"cost_watershed_mgmt",0.313016795606497,-25.0499305937354
"perc_repair_maint_cost",0.302833702389198,-24.2350037850041
"prob_slopey_area",0.0571323591607512,4.57215603673975
"perc_increase_cost_due_to_slope",0.22828047368279,18.2687002803763
"prob_improper_design",0.000539437544896267,-0.0431698019051154
"prob_supervision",0.0403526792003976,3.22932132533865
"prob_reject_suggestions",0.176216055690734,14.1021185652412
"perc_supervision_cost",0.0773842837017235,-6.19286556818188
"prob_total_str_failure",2.57260953324423,-205.879336690814
"prob_conflict",0.138875872832578,-11.1138795886654
"cost_managing_conflict",0.0769864998158857,-6.16103194496611
"prob_siltation",0.387996369019619,31.0503533707539
"prob_yield_red_dry",0.580647586562685,-46.4677357476383
"perc_reduction_crop_yield",0.656884490791971,-52.5687794821273
"prob_yield_red_flood",0.293500216659374,-23.4880688824322
"perc_reduction_crop_yield_flood",0.149446448147676,-11.9598155949618
