"","VIP","Coefficient"
"crop_production",3.4956549206758,25141.1363910392
"crop_residue",3.4681108376532,24943.0363028579
"general_CV",0.114747250869536,825.274905581945
"discount_rate_farmers",0.215592448059392,1550.56470519445
"total_area",0.521212775417647,3748.6198646272
"crop_price",0.561878264071671,4041.09055176854
"residue_price",2.52493827246746,18159.6350119099
"farm_job_created",0.134951232006089,970.584170061019
"off_farm_job",0.262194628096516,1885.7327326514
"construction_job_perc",0.0323804424485328,-232.883719495794
"watershed_mgmt_job",0.0221706665559878,159.453883295947
"family_labour_cost",0.00174020903508436,12.5157756394091
"off_farm_labour_cost",0.194530859637292,1399.08743436888
"total_population",0.0933474130972416,671.364908059837
"prop_trained",0.162341244635578,1167.57616695331
"prop_adopted",0.101477111126477,-729.834594458817
"value_capacity_development",0.390965090853264,2811.86412741698
"prob_flooding_hazard",0.362085328262044,-2604.15768421167
"value_red_flooding_effect",0.108170643246069,-777.975216967385
"value_improve_ecosystem",0.0980548585533513,-705.221375860884
"veg_cover_density",0.444994433689808,-3200.44913028367
"watershed_area",0.126470873178009,909.592492455584
"value_vegetative_cover",0.0296933866977524,-213.558117669045
"perc_area_reclaimed",0.099968496772282,-718.98447335105
"value_reclaimed_area",0.287475069167237,2067.55245782661
"farm_input_cost",0.0699058505753315,502.770600567816
"labour_contribution",0.105760028039301,760.637806074449
"perimeter_fenced",0.13051251759256,-938.660445607745
"cost_fence",0.162545103373022,-1169.04234151541
"value_tree_cleared",0.0916095649621622,658.866112274097
"perc_soil_disturbed",0.0304818573702636,-219.228885856343
"value_soil_disturbance",0.140694696738986,1011.8918029606
"vegetative_area_affected",0.0697732502524892,501.81692439619
"area_benefited_alluvial_deposits",0.236009490383612,-1697.40632927432
"value_alluvial_deposits",0.409198297025252,-2942.99936061879
"no_people_affected",0.184265715668931,-1325.25938485067
"cost_health_treatment",0.312279280143842,2245.94708355081
"prop_area_converted_crop",0.0251037295082166,180.548796094499
"current_value_pasture",0.178804510961618,-1285.98179723931
"pasture_clearing_cost",0.117942512568673,848.255580736097
"study_design_cost",0.451693584667713,-3248.63016424199
"training_cost",0.303445897358336,-2182.41641864132
"construction_cost",0.0430253830674099,-309.443308484619
"perc_watershed_area_intervened",0.0864429960149783,-621.707577601073
"cost_watershed_mgmt",0.29165421324932,-2097.60932377868
"perc_repair_maint_cost",0.34956507080591,-2514.11060934345
"prob_slopey_area",0.0463351388274546,-333.247437574176
"perc_increase_cost_due_to_slope",0.0785660982824727,-565.056058865664
"prob_improper_design",0.179361921799734,1289.99075757004
"prob_supervision",0.255402997808665,1836.88657727878
"prob_reject_suggestions",0.162715031984776,1170.26448686493
"perc_supervision_cost",0.153868839700909,1106.64169462803
"prob_total_str_failure",5.01919240229762,-36098.5862799742
"prob_conflict",0.282157751888554,-2029.3097244987
"cost_managing_conflict",0.418344037337785,3008.77653537206
"prob_siltation",0.373597434697561,2686.95402555864
"prob_yield_red_dry",0.828037172391713,-5955.33482576302
"perc_reduction_crop_yield",0.651049043173142,-4682.41664669439
"prob_yield_red_flood",0.249300607922341,-1792.99751502154
"perc_reduction_crop_yield_flood",0.156218217620508,-1123.53868018613
