"","VIP","Coefficient"
"crop_production",0.0830697184024437,-12.4659356304521
"crop_residue",0.0671068662456545,-10.0704551678735
"general_CV",0.0533390387564202,-8.00437315203613
"discount_rate_farmers",0.0328631519613014,4.93163989046695
"total_area",0.117002920328248,17.5581535779462
"crop_price",0.146035496830631,-21.9149545497699
"residue_price",0.0863530960968621,12.9586588005342
"farm_job_created",0.0743641929461478,11.1595327431605
"off_farm_job",0.0720621867777838,10.8140800166122
"construction_job_perc",0.0512764403418216,-7.69484737582858
"watershed_mgmt_job",0.115423699287044,-17.3211662831232
"family_labour_cost",0.0106425597194461,-1.59708576069947
"off_farm_labour_cost",0.089005046426667,-13.3566262276819
"total_population",0.0561855646613232,-8.43153974635422
"prop_trained",0.00846657003366778,1.27054381644939
"prop_adopted",0.104223635254058,-15.6404181118614
"value_capacity_development",0.0333887476033515,5.01051389615095
"prob_flooding_hazard",0.00435955543600339,0.654220797755912
"value_red_flooding_effect",0.111993195314142,-16.8063644693139
"value_improve_ecosystem",0.0665853704161958,9.99219640443233
"veg_cover_density",0.00171779578125731,-0.257782643871173
"watershed_area",0.0702388492788069,10.5404591553409
"value_vegetative_cover",0.0752960737519898,11.2993763150937
"perc_area_reclaimed",0.163624860312025,24.5545189681468
"value_reclaimed_area",0.0865389993418675,-12.9865565463108
"farm_input_cost",0.0332990278841676,-4.99705002188198
"labour_contribution",0.0284080424352403,-4.26307967807483
"perimeter_fenced",0.0345123827651301,5.17913326634051
"cost_fence",0.108043683335937,16.2136772297414
"value_tree_cleared",0.00419768878676851,0.629930126391126
"perc_soil_disturbed",0.14065830507336,-21.1080211977872
"value_soil_disturbance",0.161044753129921,-24.1673327507101
"vegetative_area_affected",0.0633898833195247,9.51266261978583
"area_benefited_alluvial_deposits",0.112676832155563,-16.9089550766213
"value_alluvial_deposits",2.5461266283451e-05,-0.00382086893591736
"no_people_affected",0.100085077975711,-15.0193616110451
"cost_health_treatment",0.00962850222567344,1.44491026659576
"prop_area_converted_crop",0.0687369224382629,10.3150710876318
"current_value_pasture",0.112060132694564,-16.8164094904319
"pasture_clearing_cost",0.0279027524968439,4.18725286695879
"study_design_cost",0.0671996756469558,-10.0843826982031
"training_cost",0.0676100565969381,-10.1459669024694
"construction_cost",1.49441825593436,-224.261284878777
"perc_watershed_area_intervened",0.0264202893307351,3.96478563390886
"cost_watershed_mgmt",0.0698428342434847,10.4810307856058
"perc_repair_maint_cost",7.57405703525304,-1136.60801166336
"prob_slopey_area",0.238720585471638,-35.823829782788
"perc_increase_cost_due_to_slope",0.06307486358889,9.46538888683071
"prob_improper_design",0.0346135492435384,5.19431490932728
"prob_supervision",0.0805503621869664,-12.087866064113
"prob_reject_suggestions",0.0982085174585678,-14.7377537873611
"perc_supervision_cost",0.000280670367492535,0.0421190633822389
"prob_total_str_failure",0.0532588707298134,-7.99234266152141
"prob_conflict",0.0608594283888542,9.13292751428473
"cost_managing_conflict",0.0494286823256855,-7.41756182662024
"prob_siltation",0.0496558887250856,-7.45165776921181
"prob_yield_red_dry",0.0630167357078206,-9.45666587154089
"perc_reduction_crop_yield",0.0926622115284754,-13.9054421575519
"prob_yield_red_flood",0.00507152220825465,0.761062762849701
"perc_reduction_crop_yield_flood",0.0916370930794757,-13.7516067907711
